School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location
609746,Kenwood Academy High School,5015 S Blackstone Ave,Chicago,IL,60615,(773) 535-1350,http://www.kenwoodacademy.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,77.5%,71.2%,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,37,,,,,34,48,15,,,,,30,13,95,,,,,,92,95,97,,,,,,95,92,55,88,29,34,47,50,55,39,16.8,17.8,15.2,17,18.7,83.5%,71.5%,77.3%,73.3%,80%,76.5%,75.3%,81.9%,77.1%,76.9%,52.8,25.8,63.4%,97.1%,2.5,3.2,89%,87.8%,94.6%,95.2%,67.3%,2.5%,1.1%,1186813.0470000000,1871954.1520000000,41.80375479,-87.59038395,"(-87.59038395, 41.80375479)"
609748,Consuella B York Alternative High School,2700 S California Ave,Chicago,IL,60608,(773) 535-7021,http://www.cbyork.cps.k12.il.us,,,,,NOT YET ORGANIZED,62%,61%,WEAK,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,14.4,,,,1.2%,0.6%,,,0%,4.5%,,,,,,,,,95.9%,99.4%,93.7%,92.8%,,,,1158103.7760000000,1885845.2130000000,41.84250629,-87.69529706,"(-87.69529706, 41.84250629)"
609749,Northside College Preparatory High School,5501 N Kedzie Ave,Chicago,IL,60625,(773) 534-3954,http://www.northsideprep.org/,2011,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,54.9%,57.4%,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,83,5,84,99,99,99,99,22.6,24.9,22.3,24.6,29.4,94.4%,98.5%,98.1%,96.5%,96.9%,98.3%,88.7%,87.8%,98.1%,95.4%,0.4,2.8,,14.7%,,3.8,94.9%,95.9%,95.6%,96.2%,,0.1%,0.4%,1154090.8590000000,1936413.8660000000,41.98135196,-87.70867192,"(-87.70867192, 41.98135196)"
609750,Simpson Academy High School for Young Women,1321 S Paulina St,Chicago,IL,60608,(773) 534-7812,http://www.simpson.cps.k12.il.us,,,,,MODERATELY ORGANIZED,63.2%,73.3%,WEAK,STRONG,STRONG,WEAK,NEUTRAL,STRONG,STRONG,NEUTRAL,VERY STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,27,11,,,11,,12.4,12.7,13.4,15.1,,,15%,18.9%,,,52.4%,41.7%,,,43.5,64.1,35.1%,,2.6,,49.1%,42.5%,93.6%,95.2%,,32.5%,39.6%,1165293.2340000000,1893869.3950000000,41.86437581,-87.66868579,"(-87.66868579, 41.86437581)"
609751,Dr  Martin Luther King  Jr  College Prep HS,4445 S Drexel Blvd,Chicago,IL,60653,(773) 535-1180,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,70.7%,71.7%,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,68,20,50,69,74,63,68,18.3,18.4,17.6,18.9,21.2,88.4%,87.5%,73.7%,83.4%,85.5%,85.4%,77.2%,80.3%,87.4%,83%,9.3,8.6,53.3%,17.4%,3.2,3.6,89%,92.6%,94.8%,95.9%,,1.8%,2%,1183114.1750000000,1875544.7870000000,41.81369471,-87.60383761,"(-87.60383761, 41.81369471)"
609753,Chicago High School for Agricultural Sciences,3857 W 111th St,Chicago,IL,60655,(773) 535-2500,http://www.chicagoagr.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,81.7%,89.1%,VERY STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,88,3,27,62,69,56,60,18,17.9,16.7,17.6,20.4,85.4%,83.2%,73.6%,70.8%,76.1%,71.9%,75.9%,75.6%,75.8%,83.7%,39.4,22.6,66.8%,70.9%,2.3,2.5,93%,93.8%,93.9%,94.6%,,1.3%,2.1%,1152383.4250000000,1830663.6470000000,41.69119388,-87.71773863,"(-87.71773863, 41.69119388)"
609754,Chicago Military Academy High School,3519 S Giles Ave,Chicago,IL,60653,(773) 534-9750,http://www.chicagomilitaryacademy.org/,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,74.9%,69%,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,88,29,73,32,31,35,32,15.6,16.5,14.4,15.6,17.9,97.8%,93.4%,75.9%,77%,81.6%,68.5%,58.6%,59%,77.8%,81.8%,112.6,147.7,25.2%,22.2%,2.2,2.2,90%,89.7%,95.8%,96.1%,,2.5%,9.1%,1178881.1690000000,1881647.1660000000,41.83053768,-87.61917837,"(-87.61917837, 41.83053768)"
609755,Whitney M Young Magnet High School,211 S Laflin St,Chicago,IL,60607,(773) 534-7500,http://www.wyoung.org,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,91.2%,76%,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,99,,,,,92,99,99,,,,,97,99,99,,,,,,99,99,99,,,,,,99,99,56,88,13,50,99,98,99,99,21.8,23.5,21.2,23.4,27.3,97.9%,97%,90.7%,92.1%,94.6%,91.2%,86.6%,86.2%,91.6%,92.7%,2.8,4,60.4%,43.8%,3.4,2.5,93.7%,95.5%,94.8%,95.1%,89.4%,0.3%,0.4%,1166475.7420000000,1899058.6270000000,41.87859028,-87.66419634,"(-87.66419634, 41.87859028)"
609756,Marie Sklodowska Curie Metropolitan High School,4959 S Archer Ave,Chicago,IL,60632,(773) 535-2100,http://www.curiehs.org/,,LEVEL 2,ON PROBATION,5,NOT YET ORGANIZED,69.5%,61.5%,WEAK,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,59,8,66,31,33,34,26,15.4,16.2,14.2,15.2,17.3,72.9%,65.2%,68.8%,70.6%,78.5%,76.8%,58.8%,61.4%,81.1%,78.5%,12.7,28.1,31.9%,35.9%,2.1,2.8,87.9%,83.1%,94.2%,95.2%,,0.8%,2.9%,1150928.1320000000,1871413.2030000000,41.80304615,-87.72200673,"(-87.72200673, 41.80304615)"
609759,Roberto Clemente Community Academy High School,1147 N Western Ave,Chicago,IL,60622,(773) 534-4000,http://www.clementehs.org/,,LEVEL 2,ON PROBATION,18,NOT YET ORGANIZED,90.7%,92.4%,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,68,5,73,12,22,11,10,14.7,14,12.2,14.2,15,89%,92.6%,63.4%,53.6%,56.3%,52%,40.4%,37.9%,51.3%,51%,101.7,57.5,43%,77.2%,2.7,5,81.2%,78.7%,94.2%,95.5%,,2%,1.3%,1160235.2060000000,1907768.8770000000,41.90262318,-87.68686934,"(-87.68686934, 41.90262318)"
609760,George Washington Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60627,(773) 535-5250,http://www.carvermilitary.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,82.3%,74.2%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,92,39,11,29,41,35,18,16.3,16.5,14.3,15.4,16.4,89.2%,86.3%,92.9%,81.4%,84.7%,85.3%,46.7%,46.9%,77.6%,75.4%,22,5,32.6%,89.7%,2.7,4.9,92.2%,91.4%,95.4%,96%,,0.9%,0.4%,1187202.3900000000,1818214.0830000000,41.65627709,-87.5906566,"(-87.5906566, 41.65627709)"
609761,George H Corliss High School,821 E 103rd St,Chicago,IL,60628,(773) 535-5115,http://www.corliss.cps.k12.il.us,,LEVEL 3,ON PROBATION,12,MODERATELY ORGANIZED,83.1%,90.2%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,41,1,99,5,6,6,5,13.1,13.3,11.3,13,13.9,73.2%,60%,41.4%,48.5%,53.3%,45.5%,38.7%,45.3%,45.6%,61.4%,88.7,51.5,78.5%,68.6%,2.6,5.3,78.1%,73.6%,94.7%,95.2%,,2.1%,7.1%,1183649.9710000000,1836810.3140000000,41.70739096,-87.60307842,"(-87.60307842, 41.70739096)"
609762,Percy L Julian High School,10330 S Elizabeth St,Chicago,IL,60643,(773) 535-5170,http://www.pljulianhs.net/,,LEVEL 2,ON PROBATION,10,NOT YET ORGANIZED,70.4%,64.9%,WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,VERY WEAK,VERY WEAK,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,88,13,11,11,13,14,9,14.1,14.6,13,14.5,15,70.3%,65.1%,58.7%,55.8%,61.5%,55%,55.1%,55.2%,62.8%,71.8%,97.8,70.4,41.4%,28.5%,2.9,4,80.7%,75.9%,93%,93.7%,,2%,6%,1169808.3630000000,1836139.0040000000,41.70585971,-87.65378585,"(-87.65378585, 41.70585971)"
609764,Benito Juarez Community Academy High School,2150 S Laflin St,Chicago,IL,60608,(773) 534-7030,http://www.juarez.cps.k12.il.us/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,90.2%,94%,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,76,20,73,23,26,25,19,15,15.6,14.1,15.3,16.3,88.2%,84%,71.6%,59.5%,69.3%,68.8%,41%,44.7%,61.5%,70.8%,22.7,22.9,90.4%,62.4%,3,4.2,89.2%,87.2%,95.4%,96%,,4.5%,5.5%,1166665.6960000000,1889615.3480000000,41.85267306,-87.66376931,"(-87.66376931, 41.85267306)"
609766,Jacqueline B Vaughn Occupational High School,4355 N Linder Ave,Chicago,IL,60641,(773) 534-3600,http://www.vaughn.cps.k12.il.us,,,,,WELL-ORGANIZED,93.8%,96%,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,PENDING CERTIFICATION,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4%,2.3%,43.2%,44.7%,20.7%,10.9%,,,8.6,3.9,50%,,2.9,,85.9%,89.5%,94.3%,96.1%,,0.9%,3.3%,1138928.0910000000,1928655.2050000000,41.96035141,-87.76462602,"(-87.76462602, 41.96035141)"
610566,Magic Johnson Bridgescape Academy North Lawndale,3222 W Roosevelt Rd,Chicago,IL,60624,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154962.7070000000,1894567.7750000000,41.86650545,-87.70659034,"(-87.70659034, 41.86650545)"
609768,Hope College Preparatory High School,5515 S Lowe Ave,Chicago,IL,60621,(773) 535-3160,http://www.cps.edu,,LEVEL 3,ON PROBATION,6,NOT YET ORGANIZED,71.1%,88.9%,WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,92,20,21,8,10,10,7,13.7,14,13.1,14.3,14.6,74%,68.5%,62.9%,55.3%,62.3%,57.7%,73.6%,61.9%,62.4%,66.7%,62.3,54.2,16.7%,43.1%,2.6,3.5,80%,76.6%,93.7%,94.7%,,3.7%,8.5%,1172948.5400000000,1868120.6660000000,41.79355292,-87.64134488,"(-87.64134488, 41.79355292)"
609769,Ray Graham Training Center High School,2347 S Wabash Ave,Chicago,IL,60616,(773) 534-9257,http://www.cps.edu,,,,,ORGANIZED,77.4%,94.4%,STRONG,STRONG,WEAK,NEUTRAL,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,41.7%,,3.6%,2.9%,,,2.6,6.7,,,,,88.7%,86.2%,92.6%,95.6%,,2.2%,7.6%,1177161.0580000000,1888615.1310000000,41.84969736,-87.6252787,"(-87.6252787, 41.84969736)"
609783,Nancy B Jefferson Alternative High School,1100 S Hamilton Ave,Chicago,IL,60612,(312) 433-7110,http://www.cps.edu,,,,,NOT YET ORGANIZED,38.2%,75.6%,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,0.4%,0.7%,,,,,,,4.7,,52.4%,,3.5,,93.3%,99.8%,91.7%,92.5%,23.8%,,,1162078.3520000000,1895095.4690000000,41.86780796,-87.68045332,"(-87.68045332, 41.86780796)"
610244,Michele Clark Academic Prep Magnet High School,5101 W Harrison St,Chicago,IL,60644,(773) 534-6250,http://www.micheleclark.org/,,LEVEL 3,ON PROBATION,5,MODERATELY ORGANIZED,87.6%,94.9%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,99,,,,,97,82,88,,,,,31,95,39,,,,,,60,27,31,,,,,,29,38,23,76,5,21,17,19,18,15,14.7,15,13.3,14.7,16,88.6%,78.7%,76%,77%,80.3%,76.6%,60.3%,75%,60.7%,67.6%,45.4,52.6,95.4%,82.7%,4,4.3,90.2%,89.6%,94.4%,95.8%,56.3%,3.4%,4%,1142209.3170000000,1896792.7910000000,41.87285714,-87.75335467,"(-87.75335467, 41.87285714)"
610245,Frederick A Douglass Academy High School,543 N Waller Ave,Chicago,IL,60644,(773) 534-6176,http://www.douglassacademy.org/,,LEVEL 3,ON PROBATION,6,PARTIALLY ORGANIZED,77.2%,90.5%,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,3,11,6,6,7,6,13.2,13.5,12.3,13.6,14.2,73.1%,70.5%,53%,46.3%,53.6%,60.4%,52.4%,37.7%,52.6%,29.5%,50.6,31.8,53.2%,72.3%,2.7,5.2,78.5%,76.9%,92.9%,94.3%,,1%,0.6%,1138278.7150000000,1903151.5910000000,41.89037849,-87.76763207,"(-87.76763207, 41.89037849)"
610297,High School of Leadership at South Shore,7627 S Constance Ave,Chicago,IL,60649,(773) 535-6190,http://www.cps.edu,,LEVEL 3,ON PROBATION,8,PARTIALLY ORGANIZED,66.8%,78.1%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,50,7,,,7,,,11.9,13.5,14.4,,,39.2%,34.7%,47.1%,42.6%,43.2%,49%,37.9%,41%,103.7,107.5,76.7%,53.9%,2.8,3.2,74.7%,70.9%,92%,93.9%,,9.3%,11.2%,1189903.2060000000,1854648.7570000000,41.75619362,-87.57960727,"(-87.57960727, 41.75619362)"
610304,Phoenix Military Academy High School,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7275,http://www.phoenixmilitary.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,99.5%,96.7%,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,83,3,50,41,44,38,40,16.4,16.7,15.3,16.6,18.8,94%,81.6%,81%,75.8%,81.5%,77.8%,50%,45.8%,58.3%,54.2%,21.1,33.1,100%,94.8%,1.6,1.9,95.7%,93.3%,97.7%,97.3%,,0.5%,3.6%,1159815.3890000000,1899102.4920000000,41.87885054,-87.68865058,"(-87.68865058, 41.87885054)"
610323,Bowen High School,2710 E 89th St,Chicago,IL,60617,(773) 535-7650,http://www.bowenhs.org,,LEVEL 2,ON PROBATION,6,NOT YET ORGANIZED,52.6%,81%,VERY WEAK,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,58,5,2,7,7,12.1,13.5,12.2,13.2,14.3,84.2%,70%,40%,66%,70.9%,56.9%,45.2%,42.9%,64%,61.2%,131.1,232,27.9%,39.8%,3,2.6,80.8%,76.4%,94.6%,95.6%,,0.6%,0.2%,1195939.9370000000,1846527.5280000000,41.73376107,-87.55775263,"(-87.55775263, 41.73376107)"
610334,Al Raby High School,3545 W Fulton Blvd,Chicago,IL,60624,(773) 534-6755,http://www.alraby.cps.k12.il.us,,LEVEL 3,ON PROBATION,6,NOT YET ORGANIZED,92.8%,100%,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,5,7,3,8,8,12.5,13.8,13.5,14.1,14.8,79.6%,79.9%,60.4%,65.2%,72.3%,70.2%,52.5%,66.3%,55.4%,69.7%,54,62.8,27.5%,65.8%,3.2,4,82%,82.2%,96%,94.9%,,3%,6.7%,1152512.2950000000,1901720.8500000000,41.886183,-87.71539705,"(-87.71539705, 41.886183)"
610340,Chicago Academy High School,3400 N Austin Ave,Chicago,IL,60634,(773) 534-0146,http://www.chicagoacademy.org,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,88.2%,100%,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,98,13,,40,52,36,34,16.8,16.4,14.7,16.3,18,86.6%,82.2%,69.5%,62.1%,74.8%,71%,80%,74.2%,73%,71%,14.9,15.2,8.9%,4.5%,2.2,2.6,92.7%,93.6%,95.9%,95.6%,,5.2%,4%,1135740.0910000000,1922002.9410000000,41.94215439,-87.77650575,"(-87.77650575, 41.94215439)"
610357,Spry Community Links High School,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1997,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,96.8%,100%,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,68,29,27,24,26,29,21,14.8,15.8,14.8,16.2,16.8,85.5%,100%,86.7%,71%,81%,87.1%,54.4%,55.3%,71.4%,66.7%,24.5,18.2,45.9%,24.5%,2.6,3.5,91.4%,94.1%,95.6%,96.6%,,0.5%,0.8%,1157044.9110000000,1887895.6750000000,41.84815451,-87.69912725,"(-87.69912725, 41.84815451)"
610380,Daniel Hale Williams Prep School of Medicine,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1120,http://www.wpsm.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,75.7%,83.3%,WEAK,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,88,8,5,35,39,31,34,16.1,16.2,15.2,16.7,18.2,80.8%,86.3%,85.2%,89.3%,90.7%,81.7%,69%,76.4%,76.1%,,24,27,63.4%,35.4%,4.3,3.3,89.7%,88.9%,95.9%,96.4%,,1.4%,1%,1177513.2550000000,1872170.4440000000,41.80456384,-87.62448408,"(-87.62448408, 41.80456384)"
610381,Bronzeville Scholastic Academy High School,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1150,http://www.bronzevillescholastic.org,,LEVEL 3,ON PROBATION,5,ORGANIZED,50.8%,83.9%,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,76,39,11,21,17,35,16,14.5,16.4,13.8,15.4,16.1,76.9%,69.3%,78.1%,85.1%,89.6%,72.3%,67.5%,72.9%,75.3%,67.8%,78.4,43.4,56.5%,43.9%,3.1,2.9,88.1%,91.8%,94%,94.6%,,2%,4.1%,1177513.2550000000,1872170.4440000000,41.80456384,-87.62448408,"(-87.62448408, 41.80456384)"
610383,Greater Lawndale High School For Social Justice,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4300,http://www.lvlhs.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,94.9%,96%,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,76,61,50,20,13,22,24,14,15.1,14.5,15.5,16.9,93.1%,83%,69.3%,69.7%,77%,70.9%,54.2%,46.4%,53.8%,74.4%,18.8,31.6,61.3%,59%,2.8,3.9,91.9%,88.9%,94.5%,94.4%,,0.3%,2.5%,1147521.3020000000,1883405.1280000000,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
610384,Infinity Math Science and Technology High School,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4225,http://www.lvlhs.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,98.5%,96.6%,STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,92,20,8,40,47,42,35,16.5,16.9,15.2,16.7,18.2,97.3%,99.1%,84.7%,83.3%,83.3%,81.2%,53%,61.4%,53.3%,68.3%,5.4,6.3,91.7%,82.8%,3.6,4.8,93.6%,93.5%,95.9%,95.6%,,0.5%,0.8%,1147521.3020000000,1883405.1280000000,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
